部門	國碼	店內碼	品名
A02	4971710408041 		蔻絲媚影溫和指甲油去光水250ML
A09	4711250529031 		新萬仁免螞煩殺蟻堡1g*3入
A15	4710392773425 		巧巧大畚斗組
A15	4904140251123 		//潔樂地板靜電滾筒(L)-綠H-C2112
A10	4710677002981 		SKB SB-202原子筆0.7紅/12
A10	4710677002998 		SKB SB-202原子筆0.7黑/12
A10	4710677002806 		SKB原子筆0.5藍SB-2000/12
A10	4710677002813 		SKB原子筆0.5紅SB-2000/12
A10	4710677002820 		SKB原子筆0.5黑SB-2000/12
A10	4710677001472 		SKB SB-1000原子筆0.5藍/12
A10	4710677002479 		SKB SB-1000原子筆0.5紅/12
A10	4710677002486 		SKB SB-1000原子筆0.5黑/12
A10	4710677008068 		SKB IB-10自動原子筆0.5藍
A10	4710677040075 		SKB簽字筆M-10(黑)
A10	4710677005159 		SKB簽字筆M-10(紅)
A10	4710677005142 		SKB簽字筆M-10(藍)
A10	4710677001847 		10號針OS-01
A10	4710677010351 		SKB 迷你透明釘書機組OS-10M/1
A10	4710677000413 		SKB 膠水50CC G1-10/24
A10	4710677002974 		SKB SB-202原子筆(0.7)藍/12
A15	51131659872 		3M掛勾替換膠條(小)
A07	4715950016020 		ACC素色短襪-黑
A10	4710874651111 		紙捲色筆紫 KD0087/12
A10	4710874651135 		紙捲色筆粉紅 KD0089/12
A10	4710874651142 		紙捲色筆咖啡KD0090/12
A10	4710874651159 		紙捲色筆白 KD0091/12
A10	4710874651166 		紙捲色筆紅 KD0092/12
A10	4710874651173 		紙捲色筆黃 KD0093/12
A10	4710874651180 		紙捲色筆黑 KD0094/12
A10	4710874651197 		紙捲色筆橘 KD0095/12
A10	4710874651203 		紙捲色筆深藍 KD0096/12
A10	4710874651210 		紙捲色筆淺藍 KD0097/12
A10	4710874651227 		紙捲色筆深綠 KD0098/12
A10	4710874651234 		紙捲色筆淡綠 KD0099/12
A10	4710874651074 		螢光紙捲色筆黃 KD0161/12
A10	4710874651081 		螢光紙捲色筆粉紅 KD0162/12
A10	4710874651098 		螢光紙捲色筆橘 KD0163/12
A10	4710874651104 		螢光紙捲色筆綠 KD0164/12
A10	21200592881 		3M 便條紙利貼#654 3*3(黃)
A10	21200593758 		3M 便條紙利貼#654-2A 3*3(藍)
A10	21200593741 		3M 便條紙利貼# 654-3A 3*3(粉紅)
A10	21200593734 		3M 便條紙利貼#654-4A 3*3(綠)
A10	4710367813569 		3M利貼指示標籤683-5CF
A10	4711093020122 		利百代打印台(中)藍
A10	4711093020115 		利百代打印台(中)紅
A10	4711093020177 		利百代打印台(小)藍
A10	4711093020160 		利百代打印台(小)紅
A10	4711093020290 		利百代打印水藍色
A10	4710609620030 		雄獅合成糊50cc
A10	4902505163289 		百樂中性筆替芯0.7-G2-黑芯
A10	4902778572252 		三菱UM-152自動中性筆藍色
A10	4902778572245 		三菱UM-152自動中性筆黑色
A10	4902778572269 		三菱UM-152自動中性筆紅色
A10	4902778568149 		三菱UM151黑色中性筆0.38
A10	4902778568163 		三菱UM151紅色中性筆0.38
A10	4902778568217 		三菱UM151中性筆0.38-深藍色
A10	4902778584361 		三菱UMR-1中性筆芯0.38藍
A10	4902778584354 		三菱UMR-1中性筆芯0.38黑
A10	4902778584378 		三菱UMR-1中性筆芯0.38紅
A10	4902505163128 		百樂自動中性筆0.5-G2-藍
A10	4902505163104 		百樂自動中性筆0.5-G2-黑
A10	4902505163111 		百樂自動中性筆0.5-G2-紅
A10	4902505163180 		百樂自動中性筆0.7-G2-藍
A10	4902505163166 		百樂自動中性筆0.7-G2-黑
A10	4902505163173 		百樂自動中性筆0.7-G2-紅
A10	4902505163227 		百樂中性筆替芯0.5-G2-黑芯
A10	4902505163234 		百樂中性筆替芯0.5-G2-紅芯
A10	4902505163302 		百樂中性筆替芯0.7-G2-藍芯
A10	4710609100594 		雄獅600奇異筆藍色
A10	4710609100518 		雄獅600奇異筆黑色
A10	4710609100556 		雄獅600奇異筆紅
A10	4710609100051 		雄獅200奇異筆藍
A10	4710609100013 		雄獅200奇異筆黑
A10	4901881305955 		櫻花LWBK#36白板筆-藍/12
A10	4901881305962 		櫻花LWBK#49白板筆-黑/12
A10	4901881305931 		櫻花LWBK#19白板筆-紅/12
A10	4901881305948 		櫻花LWBK#29白板筆-綠/12
A10	4902505085703 		百樂V5鋼珠筆-BX-V5-L-藍
A10	4902505085680 		百樂V5鋼珠筆-BX-V5-B-黑
A10	4902505085697 		百樂V5鋼珠筆-BX-V5-R-紅
A10	3474377920938 		A105自動鉛筆-綠
A10	3474377920969 		A105自動鉛筆-粉紅
A10	3474377920952 		A105自動鉛筆-黃綠
A10	3474377920945 		A105自動鉛筆-橙
A10	3474377920921 		A105自動鉛筆-藍
A10	3474377920976 		A105彩色自動鉛筆-透明
A10	3474371050020 		Pentel側壓自動鉛筆-藍色
A10	3474371050013 		Pentel側壓自動鉛筆-黑色
A10	3474371050105 		Pentel側壓自動鉛筆-粉紅
A10	3474371050044 		Pentel側壓自動鉛筆-綠色
A10	4902506931917 		Pentel C205鉛筆芯0.5-4B
A10	4902506931924 		Pentel C205鉛筆芯0.5-3B
A10	4902506322456 		Pentel C205鉛筆芯0.5-2B
A10	4902506322418 		Pentel C205鉛筆芯0.5-B
A10	4902506322449 		Pentel C205鉛筆芯0.5-HB
A10	4711577002446 		飛龍螢光筆-S512-橘
A10	21200592904 		3M便條紙利貼 #657 3*4(黃)
A10	21200592911 		3M可再貼便條656-黃
A10	4711577002408 		飛龍螢光筆-S512-黃
A10	4711577002415 		飛龍螢光筆-S512-綠
A10	4711577002439 		飛龍螢光筆-S512-藍
A10	4711577002422 		飛龍螢光筆-S512-粉紅
A10	3474370260505 		Pentel標準型橡皮擦-小
A10	3474375000526 		飛龍易擦型橡擦-ZEL05
A10	3474375000519 		飛龍超黏屑橡擦-ZES05
A10	21200593604 		3M便條紙利貼 #655-4A 3*5(綠)
A10	21200593598 		3M便條紙利貼#655-2A 3*5(藍)
A09	4710168704530 		DARLIE好來清新隨行組
A12	4956043788954 		CROWN甜麥仁90g
A16	4103040113818 		施巴嬰兒潔膚皂100g
A16	4103040129543 		施巴嬰兒洗髮精250ml
A10	4716349010230 		錢幣整理盤 K-1023
A10	3474377923076 		飛龍萬能型極細修正液-藍瓶 ZL112-WT/12
A10	3474377922086 		飛龍易壓迷你萬能速乾修正液藍瓶ZL102-WT12
A10	3474377922093 		飛龍易壓迷你萬能速乾修正液紅瓶ZL103WT/1
A10	4710211010076 		華麗標籤WL-1007
A10	4710211010083 		華麗標籤WL-1008
A10	4710211010090 		華麗標籤WL-1009
A10	4710211010113 		文隆自黏標籤WL-1011
A10	4710211010137 		文隆自黏標籤WL-1013
A10	4710211010175 		華麗標籤WL-1017
A10	4710211010199 		華麗標籤WL-1019
A10	4710211010205 		文隆自黏標籤WL-1020
A10	4710211010229 		文隆自黏標籤WL-1022
A10	4710211010953 		文隆自黏標籤WL-1027
A10	4710211010298 		華麗標籤WL-1065
A10	4710211010311 		華麗標籤WL-1075
A16	4103040129666 		施巴運動沐浴乳200ml活力麝香
A16	4103040134424 		施巴運動沐浴乳400ml活力麝香
A16	4103040110770 		施巴潔膚露1000ml
A16	4103040129192 		施巴溫和洗髮乳400ml
A16	4103040129529 		施巴油性洗髮乳400ml
A16	4710735310010 		依必朗潔膚液1000ml
A16	4710735305009 		依必朗潔膚液500ml
A09	8850006320945 		高露潔三重功效牙膏160g
A09	4710314432041 		雷達快速蟑螂螞蟻藥550ml-無味
A10	3474370026101 		Pentel標準型橡皮擦-中
A01	4901872389971 		UNO爽斂潤膚水180ML
A16	4103040115461 		施巴潔膚露200ml
A01	4103040135445 		施巴溫和保濕潔面露150ml
A09	4710049100772 		康乃馨潔膚濕巾20片
A09	4710367402886 		3M護理小幫手
A09	4714553956009 		雪曼妮抽取式化粧棉200p 3入
A09	4710186065132 		泡舒檸檬洗潔精補充包800ml
A10	4902505215339 		百樂透明七彩搖搖筆-20N-R-粉紅
A10	4902505215346 		百樂透明七彩搖搖筆-20N-L-藍
A10	4902505215353 		百樂透明七彩搖搖筆-20N-G-綠
A10	4902505215360 		百樂透明七彩搖搖筆-20N-V-紫
A10	4710677011068 		SKB修正液SC-50/24
A10	4902778568156 		三菱UM151藍色中性筆0.38
A10	4902778657485 		三菱UM151中性筆0.38-酒紅色
A09	4710314434106 		雷達液體電蚊香組41ml-清新
A07	4716104010024 		防風雨機車手把套(藍)
A07	4716104010031 		專利防雨機車墊(藍)
A16	4711433000753 		柔蝶水亮V-B5護髮霜560g
A09	4716937000926 		愛爾康超效保養液355ml
A12	4710088410795 		統一麵肉骨茶麵465g(5入)
A12	4710088410443 		統一麵米粉(肉燥米粉)300g(5入)
A12	4710088414069 		統一來一客杯麵67g*3入-川辣牛肉
A12	4710088414021 		統一來一客杯麵71g*3入-京燉肉骨
A09	4710596474975 		百齡潔克-神奇潔牙粉130g
A09	4716349008299 		K-829   18格小集合
A12	4710088414038 		統一來一客杯麵67g*3入-肉燥菠菜
A02	4902806196689 		GATSBY蜜粉式清爽吸油面紙70枚入
A08	4710347901385 		清秀佳人-生理免洗褲5入-M
A08	4710347901408 		清秀佳人-生理免洗褲5入-L
A08	4710347901422 		清秀佳人-生理免洗褲5入-XL
A09	4710731042328 		花仙子去味大師消臭易350ml-薰衣草
A09	4710731042311 		花仙子去味大師消臭易350ml-檸檬香
A10	4710609130096 		雄獅88簽字筆-黑
A10	4710609130010 		雄獅88簽字筆-紅
A10	4710609130058 		雄獅88簽字筆-藍
A10	4710211020228 		文隆 索引片標籤 WL-3057
A10	4710211020242 		文隆 索引片標籤 WL-3059
A12	4710088411983 		統一來一客杯麵(韓式泡菜)67g
A12	4710543628529 		多力多滋玉米片68g-黃金起司
A02	4973167129944 		俏比晶璨除光液120ml
A02	4901331006692 		日本貝印CAN安全修毛刀T型-3入
A09	4710312020226 		必安住水蒸式殺蟲劑15g
A09	4710312010128 		鱷魚3用多功能電蚊香器+液45ml
A15	4715922481061 		20280106咕咕雞典藏盒S48106
A15	4716349082176 		廚房洗潔棉掛架
A12	4710085121045 		金車健酪乳酸飲料580ml-原味
A10	4902505139376 		百樂超細鋼珠筆0.4-LH-20C4-LB-淺藍
A10	4902505139352 		百樂超細鋼珠筆0.4-LH-20C4-BN-咖啡
A10	4902505139383 		百樂超細鋼珠筆0.4-LH-20C4-O-橙
A10	4902505139390 		百樂超細鋼珠筆0.4-LH-20C4-P-粉紅
A10	4902505139369 		百樂超細鋼珠筆0.4-LH-20C4-V-紫
A10	4902505139345 		百樂超細鋼珠筆0.4-LH-20C4-G-綠
A12	4712134660819 		3點一刻休閒奶茶5入-原味
A10	4902778653180 		三菱UMR-10中性筆芯-紅
A10	3474377922161 		飛龍Fiesta自動鉛筆-綠桿 AX105-D/12
A10	3474377922154 		飛龍Fiesta自動鉛筆-藍桿 AX105-C/12
A10	3474377922147 		飛龍Fiesta自動鉛筆-紅桿 AX105-B/12
A10	3474377922130 		飛龍Fiesta自動鉛筆-黑桿 AX105-A/12
A12	4710176021742 		華元波的多洋芋片34g-香辣蚵仔煎
A12	4710022102892 		元本山味付海苔4切4枚2.3g*5包
A12	4710138811107 		百事可樂CAN330ml
A12	4710138824107 		百事可樂2000ml
A12	4710240011709 		七喜檸檬汽水CAN330ml
A12	4710240024709 		七喜汽水2000ml
A16	4901872853144 		詩波蜜柔沐浴乳-柑橘果香
A61	4718232902004 		創意生活 整線專家2*22cm(4入)
A61	4718232902011 		創意生活 綁線帶1.2*15cm(12入)
A61	4718232902103 		創意生活 多用途綁線帶2*29cm(12入)
A15	4718232900208 		行李帶/行家型
A61	4718232901014 		創意生活萬用綁物帶8入-2.5x95cm
A61	4718232912614 		創意生活 車縫專用帶1M長
A61	4718232914434 		創意生活 自粘家俱墊2cm*12pc
A61	4718232914441 		創意生活 自粘家俱墊2.5cm*8pc
A61	4718232914458 		創意生活 自粘家俱墊3.8cm*6pc
A15	4710017005719 		571吸盤雙格皂盒
A15	4710017005726 		572吸盤單格皂盒
A10	4716268110608 		四維雙面泡棉18mm*4.6m
A10	4716268110615 		四維雙面泡棉24mm*5y
A10	4716268027081 		四維雙面膠帶6mm*13.7m
A10	4716268072319 		四維雙面膠帶12mm*13.7m
A10	4716268072326 		四維雙面膠帶18mm*15y /16
A10	4716268095202 		四維OPP膠帶48mm*36.4m
A10	4716268095639 		四維OPP膠帶24mm*36.4m
A10	4716268095608 		四維OPP膠帶12mm*36.4m
A10	4716268095622 		四維OPP膠帶19mm*36.4m
A10	4711577007168 		飛龍螢光筆五色組-S512-5
A09	4718050055036 		舒墊柔軟鞋墊 S
A15	4715922510105 		附柄輕石附刷
A10	4716268053080 		@PVC絕緣膠帶(紅)IA80 19mm*10M/10
A10	4716268053196 		@PVC絕緣膠帶(黑)IA84 19mm*10M/10
A10	4716268100005 		四維PVC布紋膠帶48mmX12M/6
A10	4716268100098 		四維PVC布紋膠帶60mmX12M/6
A12	4710144202944 		旺旺米果(厚燒薄鹽)150g
A12	4710144202937 		旺旺米果170g-厚燒海苔
A10	4711093030077 		新朝日印泥25
A10	4711093030091 		新朝日印泥40
A10	4711093030107 		新朝日印泥50
A10	3474375000823 		飛龍易拭型橡皮擦(中) ZEL08/36
A10	3474375000816 		飛龍超粘屑橡皮擦(中)ZES08/36
A10	4714219531168 		COX透明尺組-NO.160-15cm
A10	4714219305127 		COX圓規D-500 /12
A10	4902505166457 		百樂超細鋼珠筆0.3-LH-20C3-B-黑
A10	4902505166488 		百樂超細鋼珠筆0.3-LH-20C3-G-綠
A10	4902505166471 		百樂超細鋼珠筆0.3-LH-20C3-L-藍
A10	4902505166464 		百樂超細鋼珠筆0.3-LH-20C3-R-紅
A10	4902505167553 		百樂超細鋼珠筆0.3-LH-20C3-V-紫
A10	4902505167584 		百樂超細鋼珠筆0.3-LH-20C3-P-粉
A10	4902505167577 		百樂超細鋼珠筆0.3-LH-20C3-O-橙
A10	4902505167546 		百樂超細鋼珠筆0.3-LH-20C3-BN-棕
A10	4902505167560 		百樂超細鋼珠筆0.3-LH-20C3-LB-淺藍
A10	4902505139314 		百樂超細鋼珠筆0.4-LH-20C4-B-黑
A10	4902505139338 		百樂超細鋼珠筆0.4-LH-20C4-L-藍
A10	4902505139321 		百樂超細鋼珠筆0.4-LH-20C4-R-紅
A10	4902505191398 		百樂超細鋼珠筆0.4-LH-20C4-BB-深藍
A10	4902505085741 		百樂V5鋼珠筆-BX-V5-V-紫
A10	4902505174742 		百樂超細鋼珠筆0.5-LH-20C5-B-黑
A10	4902505174766 		百樂超細鋼珠筆0.5-LH-20C5-L-藍
A10	4902505174759 		百樂超細鋼珠筆0.5-LH-20C5-R-紅
A10	4902505191404 		百樂超細鋼珠筆0.5-LH-20C5-BB-深藍
A10	4902778568170 		三菱UM151中性筆0.38-綠色
A10	4902778568187 		三菱UM151中性筆0.38-紫色
A10	4902505234590 		百樂中性筆1.0-G2-黑
A10	4902505234613 		百樂中性筆1.0-G2-藍
A10	4902505234606 		百樂中性筆1.0-G2-紅
A10	4902505212543 		百樂透明七彩自動鉛筆-H-185N-L-藍
A10	4902505212550 		百樂透明七彩自動鉛筆-H-185N-G-綠
A10	4902505212574 		百樂透明七彩自動鉛筆-H-185N-O-桔
A10	4902505212536 		百樂透明七彩自動鉛筆-H-185N-R-紅
A10	4902505212567 		百樂透明七彩自動鉛筆-H-185N-V-紫
A10	4710609130218 		雄獅簽字筆-100黑
A10	4710609130171 		雄獅簽字筆-100藍
A10	4710609130133 		雄獅簽字筆-100紅
A10	4901681503513 		斑馬油性極細雙頭筆黑 
A10	4902505162398 		百樂雙頭中細麥克筆-MF-12EU-B-黑
A10	4902505162411 		百樂雙頭中細麥克筆-MF-12EU-L-藍
A10	4902505201615 		百樂色色筆芯0.7-藍芯L
A10	4902505201622 		百樂色色筆芯0.7-淺藍芯LB
A10	4902505201639 		百樂色色筆芯0.7-綠芯G
A10	4902505201646 		百樂色色筆芯0.7-黃芯Y
A10	4902505201653 		百樂色色筆芯0.7-橘芯O
A10	4902505201677 		百樂色色筆芯0.7-粉紅芯P
A10	4902505201660 		百樂色色筆芯0.7-紅芯R
A10	4902505201684 		百樂色色筆芯0.7-紫芯V
A10	4977564147044 		PLUS訂書機-10號-PS-10E
A10	4977564321352 		PLUS訂書針-10號
A10	4902505087912 		百樂極細麥克筆-SCA-EF-B-黑
A10	4902505087936 		百樂極細麥克筆-SCA-EF-L-藍
A10	4902505166761 		百樂超細鋼珠筆芯0.3-黑芯B
A10	4902505166785 		百樂超細鋼珠筆芯0.3-藍芯L
A10	4902505166778 		百樂超細鋼珠筆芯0.3-紅芯R
A10	4902505139277 		百樂超細鋼珠筆芯0.4-黑芯B
A10	4902505139291 		百樂超細鋼珠筆芯0.4-藍芯L
A10	4902505139284 		百樂超細鋼珠筆芯0.4-紅芯R
A10	4902505212390 		百樂超細鋼珠筆芯0.4-深藍芯BB
A10	4902505185465 		百樂超細鋼珠筆芯0.5-黑芯B
A10	4902505185489 		百樂超細鋼珠筆芯0.5-藍芯L
A10	4902505185472 		百樂超細鋼珠筆芯0.5-紅芯R
A10	4902505163241 		百樂中性筆替芯0.5-G2-藍芯
A10	4902505163296 		百樂中性筆替芯0.7-G2-紅芯
A12	4710088427946 		統一麥香奶茶CAN350ml
A16	4711433000739 		柔蝶高蛋白護髮霜1000g
A16	4711433000722 		柔蝶高氧藻泥修補霜1000g
A15	4710017008888 		888麗潔止滑墊
A15	4710017008055 		兩格調味盒
A10	4902778692448 		三菱雙頭螢光筆PUS-102T 綠
A10	4902778692479 		三菱雙頭螢光筆PUS-102T 粉紅
A12	4710174043159 		盛香珍蒟蒻果凍420g-綜合
A07	4711168006266 		626(黑)琨蒂絲3C健康襪
A12	4710088630216 		統一茶裏王(台灣綠茶)600ml
A12	4710088630223 		統一茶裏王(日式無糖綠茶)600ml
A12	4710632001318 		悅氏礦泉水600ml
A09	4710314226428 		威猛先生地板清潔劑補1800ml-檸檬
A09	4710117600425 		舒適雙層-潤滑1刀把2刀片
A07	4715950623150 		GU-150(黑)雙層毛巾底船形襪
A12	4710994722036 		專宇黃心梅糖110g
A09	4713537122201 		春梅特細牙籤小包
A09	4713537122706 		春梅單頭牙籤大包
A09	4713537122102 		春梅特細牙籤大包
A15	4710367896166 		3M魔布廚房擦拭布
A09	4710054148561 		蘇菲瞬吸加長護墊28片2入無香17.5cm
A09	4710054149568 		蘇菲瞬吸加長護墊28片2入花香17.5cm
A09	4710049003547 		康乃馨超薄蝶型衛生棉20片量少18cm
A15	4713400116122 		H020M依凡 衛生手套 M 12支入
A12	8801019930744 		LOTTE樂天巧克力派12入
A12	4903316436074 		18)立夢生黑糖飴90g
A12	4710015202585 		乖乖孔雀捲心餅63g-咖啡
A12	4710015202011 		乖乖孔雀捲心餅63g-雞蛋布丁
A09	7310791273747 		添寧護妳墊20片一般型80cc
A09	7310791182667 		添寧護妳墊10片量多型220cc
A16	4711433002634 		柔蝶果酸護髮霜1000g
A12	2203805 		青箭薄荷口香糖21g
A15	4710854356784 		哈囉火種7入-小
A09	4710038851838 		毛寶抗菌洗衣精補充包2000g
A12	719859796551 		七星汽泡香檳(紅葡萄)370ml
A12	719859796568 		七星汽泡香檳(白葡萄)370ml
A09	4716349080714 		單格小集合K-807A
A02	4711914933525 		絹黏貼式吸油面紙(大)F52
A12	47110885 		森永嗨啾軟條糖32g-葡萄
A12	47110892 		森永嗨啾軟條糖32g-草莓
A16	4710186052347 		澎澎沐浴乳補充包700ml滋潤
A16	4710186052330 		澎澎沐浴乳補充包700ml清爽
A12	4713653600089 		冠億精選蛋酥花生110g
A12	4713653600775 		冠億精選芥茉花生110g
A12	4713653600201 		冠億特大蒜茸花生110g
A12	4713653600508 		特大五香花生110G
A12	22000005694 		Airwaves超涼無糖口香糖28g-蜂蜜檸檬
A10	4902505221170 		百樂超細鋼珠筆0.4-LH-20C4-EG-翡翠綠
A10	4902505221194 		百樂超細鋼珠筆0.4-LH-20C4-LA-薰衣草
A10	4902505201707 		百樂色色筆0.7-HCR12R-藍
A10	4902505221200 		百樂超細鋼珠筆0.4-LH-20C4-UM-靛青
A10	4902505201714 		百樂色色筆0.7-HCR12R-天藍
A10	4902505201721 		百樂色色筆0.7-HCR12R-綠
A10	4902505201738 		百樂色色筆0.7-HCR12R-黃
A10	4902505201769 		百樂色色筆0.7-HCR12R-粉紅
A10	4902505201745 		百樂色色筆0.7-HCR12R-桔
A10	4902505201752 		百樂色色筆0.7-HCR12R-紅
A10	4902505201776 		百樂色色筆0.7-HCR12R-紫
A09	4710367401629 		3M舒適繃綜合30片
A12	4710154012144 		黑松沙士600ml
A12	4710154018122 		黑松天霖純水600ML
A12	4710154020262 		黑松沙士330ml
A12	15700052013 		SWISS MISS巧克力粉280g-香醇
A12	4710304111147 		喜年來蛋捲經濟包192g-原味
A12	4710304120217 		喜年來蔬菜餅50g
A12	4710304111123 		喜年來蛋捲隨手包64g-原味
A16	4711433001736 		柔蝶亮麗髮雕露700ml椰乳
A16	4711433001156 		柔蝶亮麗髮雕露700ml花果
A16	4711433003082 		柔蝶葉綠素護髮霜800ml
A10	4711093000209 		(利)發票複寫紙單-藍50入
A10	4711093000216 		(利)發票複寫紙單-黑50入
A01	4710091110248 		優生嬰兒爽身粉300g
A01	4710091110255 		優生涼性爽身粉300g
A04	4714995023611 		美式髮夾盒裝-KK361
A04	4714995023628 		小髮夾盒裝-#KK362
A04	4714995023635 		大髮夾盒裝-KK363
A12	4011321 		M&M'S糖衣巧克力37g-花生
A10	4710609500646 		雄獅塑膠盒水彩14色
A10	4710609500790 		雄獅塑膠盒水彩18色
A01	4710091901662 		喜多嬰兒爽身粉(玉米配方)
A01	4710091901679 		喜多涼性爽身粉(玉米配方)
A10	4902778721056 		三菱138自動中性筆0.38-藍
A10	4902778721063 		三菱138自動中性筆0.38-紅
A10	4902778721049 		三菱138自動中性筆0.38-黑
